Picture no.,Location,URL,Stars,Half_stars,Swell,Session,Local_time,Sunrise,Sunset,Weekday,Weather,Crop_Point
"image40.png
","Marina - HerzeliaSurf Report and Forecast
","https://magicseaweed.com/Marina-Herzelia-Surf-Report/3979/
","1
","0
","0.7-1.1m
","20-01-2022 15
","15:47
","6:39
","17:5
","3
","Sunny
","339 500
"
"image41.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image42.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image43.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image44.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image45.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image46.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image47.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image48.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image49.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image50.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image51.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image52.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image53.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image54.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image55.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image56.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image57.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image58.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image59.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image60.png
","Playa Hermosa Surf Report and Forecast
","https://magicseaweed.com/Playa-Hermosa-Surf-Report/987/
","0
","1
","0.4-0.7m
","23-01-2022 22
","14:11
","5:59
","17:41
","6
","Sunny
","385 297
"
"image61.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image62.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image63.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image64.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image65.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image66.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image67.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image68.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image69.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image70.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image71.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image72.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image73.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image74.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image75.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image76.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image77.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image78.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image79.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image80.png
","Killer Point Surf Report and Forecast
","https://magicseaweed.com/Killer-Point-Surf-Report/4730/
","3
","0
","0.7-1m
","20-01-2022 15
","14:51
","8:33
","19:5
","3
","Sunny
","310 448
"
"image81.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image82.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image83.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image84.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image85.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image86.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image87.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image88.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image89.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image90.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image91.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image92.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image93.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image94.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image95.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image96.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image97.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image98.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image99.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image100.png
","Anchor Point Surf Report and Forecast
","https://magicseaweed.com/Anchor-Point-Surf-Report/905/
","3
","0
","0.8-1.3m
","20-01-2022 15
","14:54
","8:33
","19:5
","3
","Sunny
","545 544
"
"image101.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image102.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image103.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image104.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image105.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image106.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image107.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image108.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image109.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image110.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image111.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image112.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image113.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image114.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image115.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image116.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image117.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image118.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image119.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image120.png
","Ocean City, NJ Surf Report and Forecast
","https://magicseaweed.com/Ocean-City-NJ-Surf-Report/391/
","1
","0
","0.6-0.9m
","20-01-2022 15
","08:56
","7:11
","17:6
","3
","Cloudy
","653 508
"
"image121.png
","Jacksonville Beach Surf Report and Forecast
","https://magicseaweed.com/Jacksonville-Beach-Surf-Report/345/
","0
","0
","0.1-0.2m
","20-01-2022 15
","08:58
","7:20
","17:53
","3
","Clear
","423 315
"
"image122.png
","Jacksonville Beach Surf Report and Forecast
","https://magicseaweed.com/Jacksonville-Beach-Surf-Report/345/
","0
","0
","0.1-0.2m
","20-01-2022 15
","08:58
","7:20
","17:53
","3
","Clear
","423 315
"
